customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,senior_citizen,partner,dependents,phone_service,multiple_lines,online_security,online_backup,tech_support,streaming_tv,streaming_movies,paperless_billing,churn
CUST-00194,71,41.69,2967.87,Two year,No,Electronic check,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00195,52,59.34,3069.63,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,1
CUST-00196,33,45.45,1489.76,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00197,40,38.26,1514.34,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,0
CUST-00198,39,97.91,3803.85,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-00199,1,110.74,165.18,One year,No,Credit card,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00200,11,55.76,630.25,One year,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0
CUST-00201,57,94.63,5415.94,One year,No,Mailed check,0,Yes,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00202,50,109.49,5484.34,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,No,No,Yes,1
CUST-00203,23,104.3,2366.77,One year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00204,31,36.65,1144.05,Month-to-month,DSL,Credit card,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,0
CUST-00205,42,115.54,4874.14,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1
CUST-00206,7,56.42,377.87,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,0
CUST-00207,16,52.6,860.91,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0
CUST-00208,60,24.37,1476.29,One year,Fiber optic,Credit card,0,No,Yes,Yes,No,Yes,No,No,No,No,No,0
CUST-00209,2,67.59,172.22,Two year,No,Mailed check,0,Yes,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00210,1,29.12,20.76,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,No,No,Yes,No,No,No,Yes,1
CUST-00211,48,43.35,2058.85,Two year,DSL,Electronic check,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,0
CUST-00212,12,50.33,596.73,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00213,69,100.5,6963.21,One year,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,0
CUST-00214,37,107.3,3933.53,Two year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
CUST-00215,32,48.85,1521.83,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,Yes,No,Yes,No,No,No,0
CUST-00216,9,105.59,952.1,Two year,No,Credit card,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00217,19,105.44,1994.51,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,No,No,No,No,No,Yes,No,1
CUST-00218,48,95.99,4607.67,Month-to-month,DSL,Credit card,0,No,No,Yes,No,Yes,No,Yes,No,Yes,No,0
CUST-00219,3,32.96,117.79,One year,No,Mailed check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00220,20,88.41,1757.15,Two year,No,Mailed check,1,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00221,24,114.39,2707.9,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,No,No,No,1
CUST-00222,54,87.62,4772.37,One year,Fiber optic,Credit card,0,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,1
CUST-00223,33,51.82,1690.12,Month-to-month,No,Credit card,0,No,Yes,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00224,24,69.06,1636.26,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1
CUST-00225,72,83.86,6059.99,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00226,36,70.08,2515.19,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No phone service,No,Yes,No,Yes,Yes,Yes,1
CUST-00227,38,30.24,1147.85,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST-00228,25,49.83,1255.41,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0
CUST-00229,18,99.84,1818.79,One year,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0
CUST-00230,66,105.86,6980.09,Month-to-month,DSL,Mailed check,1,No,No,No,No phone service,No,No,Yes,No,No,Yes,1
CUST-00231,54,32.0,1758.4,Two year,Fiber optic,Mailed check,0,No,No,Yes,No,No,No,Yes,Yes,Yes,No,0
CUST-00232,35,115.14,3987.18,One year,DSL,Credit card,1,No,No,Yes,No,Yes,No,No,No,Yes,Yes,0
CUST-00233,61,51.54,3159.14,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,0
CUST-00234,41,85.56,3491.17,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,0
CUST-00235,33,94.69,3152.22,One year,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00236,68,100.82,6858.6,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0
CUST-00237,33,114.47,3764.05,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,1
CUST-00238,14,49.92,712.14,Two year,Fiber optic,Bank transfer,1,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,0
CUST-00239,21,105.57,2234.83,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,1
CUST-00240,48,31.43,1521.48,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0
CUST-00241,20,89.91,1777.61,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0
CUST-00242,8,93.68,739.76,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0
CUST-00243,7,87.13,609.83,Two year,DSL,Mailed check,0,No,No,Yes,No,No,Yes,No,Yes,No,Yes,0
CUST-00244,67,43.74,2929.75,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes,No,Yes,No,No,1
CUST-00245,17,107.05,1834.84,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00246,33,35.22,1121.96,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,No,No,Yes,No,No,Yes,1
CUST-00247,48,23.47,1133.25,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1
CUST-00248,59,91.18,5373.82,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-00249,22,66.5,1446.23,Month-to-month,Fiber optic,Mailed check,1,Yes,No,No,No phone service,Yes,No,No,No,No,Yes,0
CUST-00250,30,104.61,3123.45,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1
CUST-00251,38,57.11,2165.89,Month-to-month,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00252,51,35.16,1721.14,Two year,DSL,Mailed check,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,0
CUST-00253,54,103.32,5565.25,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1
CUST-00254,8,73.99,574.4,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,1
CUST-00255,27,37.3,1017.76,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,0
CUST-00256,27,91.48,2453.85,One year,Fiber optic,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,0
CUST-00257,21,70.13,1468.43,Two year,DSL,Mailed check,0,No,No,No,No phone service,No,Yes,No,Yes,Yes,Yes,0
CUST-00258,30,79.64,2420.05,Two year,No,Electronic check,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00259,28,65.01,1840.17,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,Yes,No,No,No,No,0
CUST-00260,64,102.53,6579.97,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0
CUST-00261,69,102.62,7070.78,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0
CUST-00262,61,90.36,5522.82,Month-to-month,DSL,Electronic check,1,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,1
CUST-00263,48,28.75,1375.32,Two year,No,Electronic check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00264,19,103.56,1963.72,Month-to-month,No,Electronic check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00265,4,86.44,353.95,One year,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,Yes,Yes,Yes,No,1
CUST-00266,35,89.1,3106.56,One year,Fiber optic,Mailed check,1,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0
CUST-00267,64,55.02,3551.14,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1
CUST-00268,49,107.69,5273.61,Two year,Fiber optic,Credit card,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1
CUST-00269,17,91.99,1576.2,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,No,Yes,No,1
CUST-00270,44,29.48,1326.23,Month-to-month,No,Credit card,1,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00271,30,59.59,1808.33,Two year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0
CUST-00272,46,108.41,4958.68,Month-to-month,DSL,Electronic check,0,No,No,No,No phone service,No,No,Yes,Yes,Yes,Yes,0
CUST-00273,6,22.81,145.76,One year,DSL,Mailed check,0,Yes,No,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,1
CUST-00274,37,116.06,4311.23,Month-to-month,DSL,Credit card,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,1
CUST-00275,24,87.27,2112.32,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,No,No,Yes,No,No,1
CUST-00276,46,82.4,3768.13,Two year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,0
CUST-00277,53,45.6,2403.66,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,0
CUST-00278,60,43.38,2622.69,Month-to-month,DSL,Mailed check,0,No,No,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-00279,63,114.09,7172.43,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,1
CUST-00280,32,48.42,1543.45,Two year,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,No,No,No,Yes,Yes,1
CUST-00281,33,97.1,3235.82,Month-to-month,No,Electronic check,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00282,67,58.1,3891.74,Two year,No,Bank transfer,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00283,18,32.2,565.06,Month-to-month,No,Mailed check,0,Yes,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00284,25,19.09,459.7,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1
CUST-00285,54,73.51,3976.19,Two year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0
CUST-00286,58,117.53,6790.08,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0
CUST-00287,67,55.65,3723.6,One year,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00288,46,54.43,2510.44,One year,DSL,Mailed check,0,No,No,Yes,No,No,Yes,Yes,No,Yes,No,0
CUST-00289,24,53.1,1300.38,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,Yes,No,No,1
CUST-00290,32,71.1,2288.55,Month-to-month,DSL,Mailed check,0,No,Yes,No,No phone service,No,No,No,No,Yes,Yes,1
CUST-00291,47,62.95,2944.37,One year,Fiber optic,Bank transfer,1,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,1
CUST-00292,23,107.75,2501.82,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,1
CUST-00293,66,69.56,4584.97,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,No,No,No,No,No,No,Yes,0
CUST-00294,27,69.79,1859.62,One year,Fiber optic,Electronic check,1,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,1
CUST-00295,2,32.11,60.78,Month-to-month,No,Electronic check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00296,17,118.24,2038.84,Two year,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,0
CUST-00297,33,43.5,1438.8,Month-to-month,No,Credit card,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00298,9,25.48,229.57,Month-to-month,DSL,Mailed check,0,No,No,Yes,No,No,Yes,Yes,No,No,No,0
CUST-00299,43,85.64,3715.26,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,1
CUST-00300,48,78.73,3750.41,Month-to-month,Fiber optic,Bank transfer,1,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,0
CUST-00301,39,60.34,2327.55,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,No,Yes,0
CUST-00302,42,61.06,2532.2,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1
CUST-00303,26,98.08,2557.53,Month-to-month,Fiber optic,Credit card,1,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0
CUST-00304,50,37.96,1901.33,One year,Fiber optic,Credit card,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,0
CUST-00305,25,101.67,2572.6,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0
CUST-00306,24,84.17,2024.95,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,1
CUST-00307,13,60.73,781.41,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
CUST-00308,60,64.72,3883.24,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,1
CUST-00309,7,44.18,311.61,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,0
CUST-00310,57,94.72,5365.6,One year,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0
CUST-00311,36,70.31,2585.37,Two year,DSL,Electronic check,0,No,No,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-00312,45,50.73,2293.25,Two year,DSL,Mailed check,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,0
CUST-00313,20,78.8,1580.2,Two year,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,0
CUST-00314,65,119.56,7783.7,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,1
CUST-00315,8,62.4,513.39,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,1
CUST-00316,16,111.91,1787.75,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0
CUST-00317,14,53.19,732.04,One year,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0
CUST-00318,15,23.58,365.69,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0
CUST-00319,66,38.83,2570.49,One year,No,Mailed check,1,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00320,32,60.71,1926.52,Month-to-month,No,Electronic check,0,No,Yes,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-00321,63,40.4,2573.58,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,1
CUST-00322,51,18.02,924.89,Two year,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00323,25,111.33,2797.85,One year,DSL,Bank transfer,0,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,1
CUST-00324,58,104.08,6064.48,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0
CUST-00325,63,93.71,5904.17,One year,No,Electronic check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-00326,62,35.12,2183.78,Two year,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00327,22,30.28,682.36,One year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0
CUST-00328,58,24.9,1429.7,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0
CUST-00329,58,91.85,5328.38,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,No,No,Yes,No,Yes,0
CUST-00330,49,112.74,5526.77,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,No,Yes,0
CUST-00331,52,61.91,3200.2,One year,DSL,Mailed check,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,0
CUST-00332,42,30.15,1312.65,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,1
CUST-00333,70,70.26,4890.05,Two year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00334,15,53.58,777.74,Two year,DSL,Bank transfer,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0
CUST-00335,54,56.23,3062.7,Month-to-month,Fiber optic,Mailed check,1,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,0
CUST-00336,60,81.38,4897.07,Month-to-month,DSL,Credit card,0,Yes,No,No,No phone service,No,No,Yes,Yes,No,Yes,0
CUST-00337,8,91.31,709.96,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,1
CUST-00338,53,29.28,1563.99,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,No,Yes,No,0
CUST-00339,60,21.63,1327.16,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1
CUST-00340,5,119.42,596.49,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-00341,68,41.74,2890.3,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No phone service,Yes,Yes,No,No,No,Yes,1
CUST-00342,6,23.49,106.46,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1
CUST-00343,47,37.37,1770.27,One year,DSL,Mailed check,0,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,0
CUST-00344,55,21.97,1231.68,Month-to-month,DSL,Electronic check,1,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,0
CUST-00345,40,57.96,2336.23,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,No,No,Yes,No,Yes,No,No,0
CUST-00346,52,99.84,5187.59,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0
CUST-00347,16,52.81,839.15,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0
CUST-00348,13,63.31,831.91,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,No,No,Yes,No,Yes,1
CUST-00349,30,86.91,2623.62,Month-to-month,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00350,19,69.91,1340.34,Month-to-month,DSL,Credit card,1,No,Yes,Yes,No,No,Yes,No,No,No,Yes,0
CUST-00351,17,105.87,1820.59,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,0
CUST-00352,63,106.34,6679.04,Two year,DSL,Bank transfer,0,No,No,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST-00353,19,19.01,356.63,Two year,DSL,Electronic check,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,0
CUST-00354,58,97.36,5628.08,Two year,DSL,Electronic check,0,No,No,Yes,No,No,No,No,No,No,No,0
CUST-00355,55,64.99,3566.73,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0
CUST-00356,62,118.86,7389.62,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-00357,23,67.29,1549.83,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0
CUST-00358,9,118.66,1120.08,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,Yes,Yes,No,No,1
CUST-00359,12,94.97,1143.51,Two year,Fiber optic,Bank transfer,1,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-00360,1,43.36,44.55,One year,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1
CUST-00361,58,72.92,4231.48,Month-to-month,Fiber optic,Mailed check,1,No,No,No,No phone service,No,No,No,Yes,No,Yes,0
CUST-00362,1,119.2,106.44,Month-to-month,No,Mailed check,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00363,34,105.47,3584.82,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-00364,48,27.93,1363.2,Month-to-month,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00365,1,90.05,92.33,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0
CUST-00366,16,53.25,836.13,Month-to-month,No,Electronic check,0,Yes,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00367,61,18.71,1122.81,Two year,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,No,Yes,No,No,0
CUST-00368,64,59.16,3777.24,Month-to-month,Fiber optic,Credit card,1,Yes,No,Yes,No,No,No,Yes,No,No,Yes,1
CUST-00369,63,41.94,2643.7,One year,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
